ID,BIRTHDAY,SEXE,DIPLOMDATE,DIPLOMTYPE,DIPPERC,SECTION,OPTION,SCHOOL,SCHOOLPROVINCE,SCHOOLSTATUS
6297,1987-10-21,H,,inconnu,55.0,PED,PG,BAGIRA,SUD-KIVU,inconnu
6300,1991-06-30,F,,inconnu,63.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6300,1991-06-30,F,,inconnu,63.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6301,1988-02-09,F,,inconnu,62.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6301,1988-02-09,F,,inconnu,62.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6301,1988-02-09,F,,inconnu,62.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6302,1986-01-05,H,,inconnu,51.0,TEC,CA,ACTION KUSAIDIA,SUD-KIVU,inconnu
6302,1986-01-05,H,,inconnu,51.0,TEC,CA,ACTION KUSAIDIA,SUD-KIVU,inconnu
6302,1986-01-05,H,,inconnu,51.0,TEC,CA,ACTION KUSAIDIA,SUD-KIVU,inconnu
6305,1991-10-25,F,,inconnu,53.0,PED,PG,METANOIA,NORD-KIVU,inconnu
6305,1991-10-25,F,,inconnu,53.0,PED,PG,METANOIA,NORD-KIVU,inconnu
6305,1991-10-25,F,,inconnu,53.0,PED,PG,METANOIA,NORD-KIVU,inconnu
6306,1992-04-20,F,,inconnu,55.0,Scientifique,Biologie Chimie,METANOIA,NORD-KIVU,inconnu
6308,1990-05-18,H,,inconnu,51.0,TEC,CA,MAENDELEO,NORD-KIVU,inconnu
6308,1990-05-18,H,,inconnu,51.0,TEC,CA,MAENDELEO,NORD-KIVU,inconnu
6311,1992-01-05,F,,inconnu,57.0,PED,PG,KYESHERO,NORD-KIVU,inconnu
6311,1992-01-05,F,,inconnu,57.0,PED,PG,KYESHERO,NORD-KIVU,inconnu
6311,1992-01-05,F,,inconnu,57.0,PED,PG,KYESHERO,NORD-KIVU,inconnu
6312,1992-06-15,F,,inconnu,52.0,TEC,COUPE COUTURE,LYCEE WIMA,SUD-KIVU,inconnu
6314,1988-12-20,H,,inconnu,59.0,TEC,CA,FARAJA,NORD-KIVU,inconnu
6314,1988-12-20,H,,inconnu,59.0,TEC,CA,FARAJA,NORD-KIVU,inconnu
6316,1992-06-04,F,,inconnu,53.0,TEC,CA,LYCEE KIMBILIO,NORD-KIVU,inconnu
6316,1992-06-04,F,,inconnu,53.0,TEC,CA,LYCEE KIMBILIO,NORD-KIVU,inconnu
6317,1992-10-20,F,,inconnu,52.0,LIT,LP,METANOIA,NORD-KIVU,inconnu
6317,1992-10-20,F,,inconnu,52.0,LIT,LP,METANOIA,NORD-KIVU,inconnu
6318,1991-01-15,F,,DIPLÔME D'ETAT,57.0,Littéraire,Latin Philo,METANOIA,NORD-KIVU,inconnu
6318,1991-01-15,F,,DIPLÔME D'ETAT,57.0,Littéraire,Latin Philo,METANOIA,NORD-KIVU,inconnu
6318,1991-01-15,F,,DIPLÔME D'ETAT,57.0,Littéraire,Latin Philo,METANOIA,NORD-KIVU,inconnu
6320,1992-04-19,F,,inconnu,62.0,LIT,LP,MWANGA,NORD-KIVU,inconnu
6320,1992-04-19,F,,inconnu,62.0,LIT,LP,MWANGA,NORD-KIVU,inconnu
6320,1992-04-19,F,,inconnu,62.0,LIT,LP,MWANGA,NORD-KIVU,inconnu
6321,1991-05-10,F,,inconnu,52.0,TEC,CA,KIMBILIO,NORD-KIVU,inconnu
6321,1991-05-10,F,,inconnu,52.0,TEC,CA,KIMBILIO,NORD-KIVU,inconnu
6322,1990-02-20,F,,inconnu,50.0,TEC,COM   INFORMATIQUE,LYCEE KIMBILIO,NORD-KIVU,inconnu
6322,1990-02-20,F,,inconnu,50.0,TEC,COM   INFORMATIQUE,LYCEE KIMBILIO,NORD-KIVU,inconnu
6323,1992-09-24,F,,inconnu,58.0,TEC,COM  INFORMATIQUE,KIMBILIO,NORD-KIVU,inconnu
6323,1992-09-24,F,,inconnu,58.0,TEC,COM  INFORMATIQUE,KIMBILIO,NORD-KIVU,inconnu
6327,1990-02-14,H,,inconnu,59.0,LIT,LP,MONT GOMA,NORD-KIVU,inconnu
6328,1988-03-13,H,,inconnu,61.0,SC,MP,MAJENGO,NORD-KIVU,inconnu
6328,1988-03-13,H,,inconnu,61.0,SC,MP,MAJENGO,NORD-KIVU,inconnu
6328,1988-03-13,H,,inconnu,61.0,SC,MP,MAJENGO,NORD-KIVU,inconnu
6329,1991-01-19,H,,inconnu,57.0,TEC,CA,NURU,SUD-KIVU,inconnu
6329,1991-01-19,H,,inconnu,57.0,TEC,CA,NURU,SUD-KIVU,inconnu
6330,1992-01-12,H,,inconnu,52.0,PED,PG,MAVUNO,NORD-KIVU,inconnu
6330,1992-01-12,H,,inconnu,52.0,PED,PG,MAVUNO,NORD-KIVU,inconnu
6330,1992-01-12,H,,inconnu,52.0,PED,PG,MAVUNO,NORD-KIVU,inconnu
6331,1988-03-15,H,,inconnu,58.0,LIT,LP,BIHIRA,NORD-KIVU,inconnu
6331,1988-03-15,H,,inconnu,58.0,LIT,LP,BIHIRA,NORD-KIVU,inconnu
6331,1988-03-15,H,,inconnu,58.0,LIT,LP,BIHIRA,NORD-KIVU,inconnu
6332,1992-11-05,H,,inconnu,53.0,LIT,LP,UJIO WA HERI,ORIENTALE,inconnu
6332,1992-11-05,H,,inconnu,53.0,LIT,LP,UJIO WA HERI,ORIENTALE,inconnu
6332,1992-11-05,H,,inconnu,53.0,LIT,LP,UJIO WA HERI,ORIENTALE,inconnu
6335,1990-08-08,F,,inconnu,55.0,TECH,SOC,MASIKILIZANO,NORD-KIVU,inconnu
6335,1990-08-08,F,,inconnu,55.0,TECH,SOC,MASIKILIZANO,NORD-KIVU,inconnu
6336,1993-01-23,F,,inconnu,52.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6336,1993-01-23,F,,inconnu,52.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6336,1993-01-23,F,,inconnu,52.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6336,1993-01-23,F,,inconnu,52.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6337,1991-06-07,H,,inconnu,61.0,PED,PG,SAYUNI,NORD-KIVU,inconnu
6337,1991-06-07,H,,inconnu,61.0,PED,PG,SAYUNI,NORD-KIVU,inconnu
6337,1991-06-07,H,,inconnu,61.0,PED,PG,SAYUNI,NORD-KIVU,inconnu
6338,1991-01-25,H,,inconnu,68.0,PED,PG,HEKIMA,NORD-KIVU,inconnu
6338,1991-01-25,H,,inconnu,68.0,PED,PG,HEKIMA,NORD-KIVU,inconnu
6343,1990-04-30,H,,inconnu,51.0,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,AVENIR,SUD-KIVU,inconnu
6343,1990-04-30,H,,inconnu,51.0,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,AVENIR,SUD-KIVU,inconnu
6343,1990-04-30,H,,inconnu,51.0,TECH  ELECTRICITE,ELECTRICITE INDUSTRIELLE,AVENIR,SUD-KIVU,inconnu
6344,1989-08-01,F,,inconnu,51.0,TEC,ELECTRICITE INDUSTRIELLE,AVENIR,SUD-KIVU,inconnu
6344,1989-08-01,F,,inconnu,51.0,TEC,ELECTRICITE INDUSTRIELLE,AVENIR,SUD-KIVU,inconnu
6344,1989-08-01,F,,inconnu,51.0,TEC,ELECTRICITE INDUSTRIELLE,AVENIR,SUD-KIVU,inconnu
6347,1992-07-27,H,,inconnu,53.0,SC,BC,METANOIA,NORD-KIVU,inconnu
6347,1992-07-27,H,,inconnu,53.0,SC,BC,METANOIA,NORD-KIVU,inconnu
6347,1992-07-27,H,,inconnu,53.0,SC,BC,METANOIA,NORD-KIVU,inconnu
6349,1985-05-22,H,,inconnu,55.0,LIT,LP,CS LA SAPINIERE,SUD-KIVU,inconnu
6349,1985-05-22,H,,inconnu,55.0,LIT,LP,CS LA SAPINIERE,SUD-KIVU,inconnu
6349,1985-05-22,H,,inconnu,55.0,LIT,LP,CS LA SAPINIERE,SUD-KIVU,inconnu
6351,1991-11-11,H,,inconnu,52.0,PED,PG,MULULU,NORD-KIVU,inconnu
6351,1991-11-11,H,,inconnu,52.0,PED,PG,MULULU,NORD-KIVU,inconnu
6351,1991-11-11,H,,inconnu,52.0,PED,PG,MULULU,NORD-KIVU,inconnu
6352,1992-10-13,F,,inconnu,52.0,TEC,CA,DIABENA,KINSHASA,inconnu
6352,1992-10-13,F,,inconnu,52.0,TEC,CA,DIABENA,KINSHASA,inconnu
6352,1992-10-13,F,,inconnu,52.0,TEC,CA,DIABENA,KINSHASA,inconnu
6353,1991-04-29,F,,inconnu,60.0,LIT,LP,MWANGA,NORD-KIVU,inconnu
6353,1991-04-29,F,,inconnu,60.0,LIT,LP,MWANGA,NORD-KIVU,inconnu
6353,1991-04-29,F,,inconnu,60.0,LIT,LP,MWANGA,NORD-KIVU,inconnu
6354,1989-02-15,H,,inconnu,56.0,TEC,CA,ACTION KUSAIDIYA,SUD-KIVU,inconnu
6356,1990-02-02,H,,inconnu,51.0,TEC,SOCIALE,KALIMABENGA,SUD-KIVU,inconnu
6356,1990-02-02,H,,inconnu,51.0,TEC,SOCIALE,KALIMABENGA,SUD-KIVU,inconnu
6356,1990-02-02,H,,inconnu,51.0,TEC,SOCIALE,KALIMABENGA,SUD-KIVU,inconnu
6357,1989-11-21,F,,inconnu,53.0,LIT,LP,METANOIA,NORD-KIVU,inconnu
6357,1989-11-21,F,,inconnu,53.0,LIT,LP,METANOIA,NORD-KIVU,inconnu
6357,1989-11-21,F,,inconnu,53.0,LIT,LP,METANOIA,NORD-KIVU,inconnu
6358,1990-06-08,H,,inconnu,54.0,LIT,LP,HIMBI,NORD-KIVU,inconnu
6358,1990-06-08,H,,inconnu,54.0,LIT,LP,HIMBI,NORD-KIVU,inconnu
6358,1990-06-08,H,,inconnu,54.0,LIT,LP,HIMBI,NORD-KIVU,inconnu
6360,1990-04-15,H,,inconnu,53.0,LIT,LP,HIMBI,NORD-KIVU,inconnu
6360,1990-04-15,H,,inconnu,53.0,LIT,LP,HIMBI,NORD-KIVU,inconnu
6360,1990-04-15,H,,inconnu,53.0,LIT,LP,HIMBI,NORD-KIVU,inconnu
6362,1991-08-10,H,,inconnu,52.0,LIT,LP,BUNGULU,NORD-KIVU,inconnu
6363,1989-03-05,H,,DIPLÔME D'ETAT,52.0,TEC,SOCIALE,KAVAGHENDI,NORD-KIVU,inconnu
6363,1989-03-05,H,,DIPLÔME D'ETAT,52.0,TEC,SOCIALE,KAVAGHENDI,NORD-KIVU,inconnu
6367,1992-01-13,H,,inconnu,53.0,TEC,CA,MORIA,NORD-KIVU,inconnu
6368,1988-02-23,H,,inconnu,51.0,PED,PG,KYESHERO,NORD-KIVU,inconnu
6368,1988-02-23,H,,inconnu,51.0,PED,PG,KYESHERO,NORD-KIVU,inconnu
6369,1990-10-02,H,,inconnu,59.0,TEC,CA,MAJENGO,NORD-KIVU,inconnu
6369,1990-10-02,H,,inconnu,59.0,TEC,CA,MAJENGO,NORD-KIVU,inconnu
6370,1989-08-20,F,,inconnu,53.0,PED,PG,MAENDELEO,NORD-KIVU,inconnu
6370,1989-08-20,F,,inconnu,53.0,PED,PG,MAENDELEO,NORD-KIVU,inconnu
6371,1992-03-08,F,,inconnu,62.0,SC,BC,MAJENGO,NORD-KIVU,inconnu
6371,1992-03-08,F,,inconnu,62.0,SC,BC,MAJENGO,NORD-KIVU,inconnu
6372,1989-01-21,F,,inconnu,54.0,TEC,CA,MAJENGO,NORD-KIVU,inconnu
6372,1989-01-21,F,,inconnu,54.0,TEC,CA,MAJENGO,NORD-KIVU,inconnu
6373,1989-09-29,F,,inconnu,55.0,TEC,CA,MIKENI ISLAM,NORD-KIVU,inconnu
6374,1990-06-30,H,,inconnu,54.0,TEC,SOCIALE,MUZIZI,NORD-KIVU,inconnu
6374,1990-06-30,H,,inconnu,54.0,TEC,SOCIALE,MUZIZI,NORD-KIVU,inconnu
6375,1990-02-16,H,,inconnu,51.0,PD,PG,NAMURERA,SUD-KIVU,inconnu
6375,1990-02-16,H,,inconnu,51.0,PD,PG,NAMURERA,SUD-KIVU,inconnu
6377,1992-10-15,F,,inconnu,73.0,TEC,SOCIALE,LYCEE CHEMCHEM,NORD-KIVU,inconnu
6377,1992-10-15,F,,inconnu,73.0,TEC,SOCIALE,LYCEE CHEMCHEM,NORD-KIVU,inconnu
6377,1992-10-15,F,,inconnu,73.0,TEC,SOCIALE,LYCEE CHEMCHEM,NORD-KIVU,inconnu
6378,1992-11-11,F,,inconnu,54.0,TEC,SOCIALE,CHEMCHEM,NORD-KIVU,inconnu
6378,1992-11-11,F,,inconnu,54.0,TEC,SOCIALE,CHEMCHEM,NORD-KIVU,inconnu
6380,1988-07-05,H,,inconnu,63.0,TEC,CA,UAMINIFU,NORD-KIVU,inconnu
6380,1988-07-05,H,,inconnu,63.0,TEC,CA,UAMINIFU,NORD-KIVU,inconnu
6381,1992-09-24,F,,inconnu,51.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6381,1992-09-24,F,,inconnu,51.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6383,1987-08-25,F,,inconnu,57.0,PED,PG,SAYUNI,NORD-KIVU,inconnu
6385,1992-04-29,H,,inconnu,53.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6385,1992-04-29,H,,inconnu,53.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6386,1992-06-16,F,,inconnu,65.0,SC,BC,LYCEE AMANI,NORD-KIVU,inconnu
6386,1992-06-16,F,,inconnu,65.0,SC,BC,LYCEE AMANI,NORD-KIVU,inconnu
6386,1992-06-16,F,,inconnu,65.0,SC,BC,LYCEE AMANI,NORD-KIVU,inconnu
6386,1992-06-16,F,,inconnu,65.0,SC,BC,LYCEE AMANI,NORD-KIVU,inconnu
6389,1989-12-13,F,,inconnu,61.0,PED,PG,MONT CAEMEL,NORD-KIVU,inconnu
6389,1989-12-13,F,,inconnu,61.0,PED,PG,MONT CAEMEL,NORD-KIVU,inconnu
6390,1991-01-12,F,,inconnu,64.0,PED,PG,MONT  CARMEL,NORD-KIVU,inconnu
6390,1991-01-12,F,,inconnu,64.0,PED,PG,MONT  CARMEL,NORD-KIVU,inconnu
6390,1991-01-12,F,,inconnu,64.0,PED,PG,MONT  CARMEL,NORD-KIVU,inconnu
6392,1989-12-25,F,,inconnu,50.0,LIT,LP,MAENDELEO,NORD-KIVU,inconnu
6392,1989-12-25,F,,inconnu,50.0,LIT,LP,MAENDELEO,NORD-KIVU,inconnu
6392,1989-12-25,F,,inconnu,50.0,LIT,LP,MAENDELEO,NORD-KIVU,inconnu
6393,1992-11-17,F,,inconnu,53.0,LIT,LP,BUNGULU,NORD-KIVU,inconnu
6393,1992-11-17,F,,inconnu,53.0,LIT,LP,BUNGULU,NORD-KIVU,inconnu
6394,1989-11-13,H,,inconnu,53.0,LIT,LP,MATANOIA,NORD-KIVU,inconnu
6394,1989-11-13,H,,inconnu,53.0,LIT,LP,MATANOIA,NORD-KIVU,inconnu
6394,1989-11-13,H,,inconnu,53.0,LIT,LP,MATANOIA,NORD-KIVU,inconnu
6395,1988-03-14,F,,inconnu,56.0,PED,PN,UTAMADUNI,NORD-KIVU,inconnu
6395,1988-03-14,F,,inconnu,56.0,PED,PN,UTAMADUNI,NORD-KIVU,inconnu
6395,1988-03-14,F,,inconnu,56.0,PED,PN,UTAMADUNI,NORD-KIVU,inconnu
6397,1992-08-18,H,,inconnu,53.0,PED,PG,KALUNGU,SUD-KIVU,inconnu
6397,1992-08-18,H,,inconnu,53.0,PED,PG,KALUNGU,SUD-KIVU,inconnu
6397,1992-08-18,H,,inconnu,53.0,PED,PG,KALUNGU,SUD-KIVU,inconnu
6400,1992-10-24,F,,inconnu,58.0,SC,MP,MGR KATALIKO,NORD-KIVU,inconnu
6400,1992-10-24,F,,inconnu,58.0,SC,MP,MGR KATALIKO,NORD-KIVU,inconnu
6400,1992-10-24,F,,inconnu,58.0,SC,MP,MGR KATALIKO,NORD-KIVU,inconnu
6405,1990-10-21,H,,inconnu,67.0,TEC,CA,MORIA,NORD-KIVU,inconnu
6408,1987-07-08,H,,inconnu,50.0,PED,PG,BAHATI,SUD-KIVU,inconnu
6408,1987-07-08,H,,inconnu,50.0,PED,PG,BAHATI,SUD-KIVU,inconnu
6412,1993-02-11,H,,inconnu,66.0,PED,PG,LWANGA,SUD-KIVU,inconnu
6412,1993-02-11,H,,inconnu,66.0,PED,PG,LWANGA,SUD-KIVU,inconnu
6412,1993-02-11,H,,inconnu,66.0,PED,PG,LWANGA,SUD-KIVU,inconnu
6414,1994-01-04,F,,inconnu,61.0,TEC,CA,HIMBI,NORD-KIVU,inconnu
6414,1994-01-04,F,,inconnu,61.0,TEC,CA,HIMBI,NORD-KIVU,inconnu
6414,1994-01-04,F,,inconnu,61.0,TEC,CA,HIMBI,NORD-KIVU,inconnu
6416,1989-02-12,H,,inconnu,61.0,SC,CB,MAMA YETU,NORD-KIVU,inconnu
6416,1989-02-12,H,,inconnu,61.0,SC,CB,MAMA YETU,NORD-KIVU,inconnu
6416,1989-02-12,H,,inconnu,61.0,SC,CB,MAMA YETU,NORD-KIVU,inconnu
6416,1989-02-12,H,,inconnu,61.0,SC,CB,MAMA YETU,NORD-KIVU,inconnu
6417,1992-10-14,H,,inconnu,57.0,SC,BC,MAJENGO,NORD-KIVU,inconnu
6417,1992-10-14,H,,inconnu,57.0,SC,BC,MAJENGO,NORD-KIVU,inconnu
6417,1992-10-14,H,,inconnu,57.0,SC,BC,MAJENGO,NORD-KIVU,inconnu
6418,1111-06-07,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6419,1991-12-20,H,,inconnu,52.0,TEC,CA,GS KIGALI,NORD-KIVU,inconnu
6419,1991-12-20,H,,inconnu,52.0,TEC,CA,GS KIGALI,NORD-KIVU,inconnu
6419,1991-12-20,H,,inconnu,52.0,TEC,CA,GS KIGALI,NORD-KIVU,inconnu
6420,1993-02-18,H,,inconnu,56.0,TEC,SECRETARIAT INFORMATIQUE,DIVIN MAITRE,MANIEMA,inconnu
6421,1992-12-17,F,,inconnu,63.0,TEC,SOCIALE,MONT CARMEL,NORD-KIVU,inconnu
6421,1992-12-17,F,,inconnu,63.0,TEC,SOCIALE,MONT CARMEL,NORD-KIVU,inconnu
6421,1992-12-17,F,,inconnu,63.0,TEC,SOCIALE,MONT CARMEL,NORD-KIVU,inconnu
6422,1992-12-23,H,,inconnu,64.0,TECHNIQUE,COM ET ADM,INSTITUT MIKENO,NORD-KIVU,inconnu
6424,1989-12-13,F,,inconnu,56.0,SC,BC,BAKANJA,NORD-KIVU,inconnu
6426,1993-10-27,H,,inconnu,52.0,LIT,LP,CS LES AIGLES DE DIEU,ORIENTALE,inconnu
6426,1993-10-27,H,,inconnu,52.0,LIT,LP,CS LES AIGLES DE DIEU,ORIENTALE,inconnu
6426,1993-10-27,H,,inconnu,52.0,LIT,LP,CS LES AIGLES DE DIEU,ORIENTALE,inconnu
6427,1990-02-01,H,,inconnu,59.0,PED,PG,MULO,KINSHASA,inconnu
6428,1991-08-08,F,,inconnu,52.0,PED,PG,FURAHA,NORD-KIVU,inconnu
6429,1992-02-05,F,,inconnu,59.0,TEC,CA,MWANGA,KINSHASA,inconnu
6429,1992-02-05,F,,inconnu,59.0,TEC,CA,MWANGA,KINSHASA,inconnu
6429,1992-02-05,F,,inconnu,59.0,TEC,CA,MWANGA,KINSHASA,inconnu
6430,1992-10-06,H,,inconnu,68.0,PED,PG,LUKPFU,SUD-KIVU,inconnu
6430,1992-10-06,H,,inconnu,68.0,PED,PG,LUKPFU,SUD-KIVU,inconnu
6430,1992-10-06,H,,inconnu,68.0,PED,PG,LUKPFU,SUD-KIVU,inconnu
6432,1990-05-19,F,,inconnu,55.0,PED,PG,ST JOSEPH,NORD-KIVU,inconnu
6432,1990-05-19,F,,inconnu,55.0,PED,PG,ST JOSEPH,NORD-KIVU,inconnu
6432,1990-05-19,F,,inconnu,55.0,PED,PG,ST JOSEPH,NORD-KIVU,inconnu
6433,1990-09-19,H,,inconnu,50.0,PED,PG,NYABUSHONGO,NORD-KIVU,inconnu
6434,1989-02-14,F,,inconnu,50.0,TEC,NUTRITION,ST MICHEL,NORD-KIVU,inconnu
6435,1989-10-07,H,,inconnu,55.0,TEC,SOCIALE,KALUNDU,SUD-KIVU,inconnu
6435,1989-10-07,H,,inconnu,55.0,TEC,SOCIALE,KALUNDU,SUD-KIVU,inconnu
6435,1989-10-07,H,,inconnu,55.0,TEC,SOCIALE,KALUNDU,SUD-KIVU,inconnu
6436,1989-05-04,F,,inconnu,54.0,TEC,SOCIALE,MONT CARMEL,NORD-KIVU,inconnu
6436,1989-05-04,F,,inconnu,54.0,TEC,SOCIALE,MONT CARMEL,NORD-KIVU,inconnu
6436,1989-05-04,F,,inconnu,54.0,TEC,SOCIALE,MONT CARMEL,NORD-KIVU,inconnu
6437,1989-06-06,H,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Maendeleo,NORD-KIVU,inconnu
6437,1989-06-06,H,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Maendeleo,NORD-KIVU,inconnu
6437,1989-06-06,H,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,Maendeleo,NORD-KIVU,inconnu
6438,1989-09-08,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale Administrative,Isidore Bakanja,nk,inconnu
6438,1989-09-08,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale Administrative,Isidore Bakanja,nk,inconnu
6438,1989-09-08,F,,DIPLÔME D'ETAT,50.0,Technique,Commerciale Administrative,Isidore Bakanja,nk,inconnu
6439,1992-09-25,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6439,1992-09-25,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6440,1988-11-20,F,,DIPLÔME D'ETAT,58.0,Technique,Sociale,IDAP/ISP BUNIA,ORIENTALE,inconnu
6443,1991-04-27,F,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Lycée Kigonze,NORD-KIVU,inconnu
6443,1991-04-27,F,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Lycée Kigonze,NORD-KIVU,inconnu
6443,1991-04-27,F,,DIPLÔME D'ETAT,54.0,Technique,Sociale,Lycée Kigonze,NORD-KIVU,inconnu
6444,1992-03-10,H,,DIPLÔME D'ETAT,57.0,Technique,Sociale,Mikeno NC,NORD-KIVU,inconnu
6447,1990-12-28,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6447,1990-12-28,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6447,1990-12-28,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6448,1990-10-15,H,,inconnu,50.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6448,1990-10-15,H,,inconnu,50.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6448,1990-10-15,H,,inconnu,50.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6450,1990-11-20,F,,DIPLÔME D'ETAT,60.0,Technique,Nitrution,Lycée Sante Ursule,NORD-KIVU,inconnu
6450,1990-11-20,F,,DIPLÔME D'ETAT,60.0,Technique,Nitrution,Lycée Sante Ursule,NORD-KIVU,inconnu
6450,1990-11-20,F,,DIPLÔME D'ETAT,60.0,Technique,Nitrution,Lycée Sante Ursule,NORD-KIVU,inconnu
6452,1993-10-10,F,,DIPLÔME D'ETAT,57.0,LITTERAIRE,LATIN PHILO,,NORD-KIVU,inconnu
6452,1993-10-10,F,,DIPLÔME D'ETAT,57.0,LITTERAIRE,LATIN PHILO,,NORD-KIVU,inconnu
6452,1993-10-10,F,,DIPLÔME D'ETAT,57.0,LITTERAIRE,LATIN PHILO,,NORD-KIVU,inconnu
6452,1993-10-10,F,,DIPLÔME D'ETAT,57.0,LITTERAIRE,LATIN PHILO,,NORD-KIVU,inconnu
6454,1111-06-07,F,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6456,1992-05-28,H,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6456,1992-05-28,H,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6456,1992-05-28,H,,inconnu,0.0,inconnu,inconnu,,inconnu,inconnu
6463,1992-01-27,H,,inconnu,58.0,SC,MP,MGR KATALIKO,NORD-KIVU,inconnu
6463,1992-01-27,H,,inconnu,58.0,SC,MP,MGR KATALIKO,NORD-KIVU,inconnu
6463,1992-01-27,H,,inconnu,58.0,SC,MP,MGR KATALIKO,NORD-KIVU,inconnu
6464,1992-03-23,H,,inconnu,63.0,PED,PG,NYALUKEMBA,SUD-KIVU,inconnu
6464,1992-03-23,H,,inconnu,63.0,PED,PG,NYALUKEMBA,SUD-KIVU,inconnu
6464,1992-03-23,H,,inconnu,63.0,PED,PG,NYALUKEMBA,SUD-KIVU,inconnu
6465,1990-10-04,H,,inconnu,51.0,TEC,SOCIALE,MAVUNO,NORD-KIVU,inconnu
6465,1990-10-04,H,,inconnu,51.0,TEC,SOCIALE,MAVUNO,NORD-KIVU,inconnu
6466,1991-08-15,H,,inconnu,60.0,TEC,CA,FARAJA,NORD-KIVU,inconnu
6466,1991-08-15,H,,inconnu,60.0,TEC,CA,FARAJA,NORD-KIVU,inconnu
6468,1988-04-04,H,,inconnu,55.0,TEC,CA,NURU,SUD-KIVU,inconnu
6468,1988-04-04,H,,inconnu,55.0,TEC,CA,NURU,SUD-KIVU,inconnu
6469,1993-01-17,H,,inconnu,54.0,SC,BC,CS LAFONTAINE,NORD-KIVU,inconnu
6471,1989-04-17,H,,inconnu,53.0,SC,MP,FARAJA,NORD-KIVU,inconnu
6471,1989-04-17,H,,inconnu,53.0,SC,MP,FARAJA,NORD-KIVU,inconnu
6471,1989-04-17,H,,inconnu,53.0,SC,MP,FARAJA,NORD-KIVU,inconnu
6472,1993-08-05,H,,inconnu,57.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6472,1993-08-05,H,,inconnu,57.0,SC,BC,FARAJA,NORD-KIVU,inconnu
6473,1991-10-07,F,,inconnu,54.0,SC,BC,METANOIA,NORD-KIVU,inconnu
6473,1991-10-07,F,,inconnu,54.0,SC,BC,METANOIA,NORD-KIVU,inconnu
6475,1991-09-14,F,,inconnu,53.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6475,1991-09-14,F,,inconnu,53.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6475,1991-09-14,F,,inconnu,53.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6477,1992-04-18,H,,inconnu,67.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6477,1992-04-18,H,,inconnu,67.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6479,1991-09-26,H,,inconnu,63.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6479,1991-09-26,H,,inconnu,63.0,TEC,CA,METANOIA,NORD-KIVU,inconnu
6480,1990-11-15,F,,inconnu,66.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6480,1990-11-15,F,,inconnu,66.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6480,1990-11-15,F,,inconnu,66.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6481,1992-06-29,F,,inconnu,57.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6481,1992-06-29,F,,inconnu,57.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6481,1992-06-29,F,,inconnu,57.0,TEC,CA,MWANGA,NORD-KIVU,inconnu
6483,1992-07-27,F,,inconnu,59.0,TEC,SOCIALE,CHEMCHEM,NORD-KIVU,inconnu
