,Unnamed: 0,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
4229,4229,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4230,4230,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4231,4231,COMMERCIALEC,commerciale et administrative,institut ii masisi,publique,ii masisi,masisi,commmerciale et adm
4232,4232,TECHNIQUE,sociale,institut bangu,protestant,bangu,kalungu,sociale
4233,4233,TECHNIQUE,electricite,iti goma,catholique,iti goma,iti gombe,elec
4234,4234,TECHNIQUE,mecanique generale,iti goma,catholique,iti goma,iti gombe,mec gene
4235,4235,PEDAGOGIE,pedagogie generale,institut tuungane,publique,tuungane,tuungane,pedagogie
4236,4236,TECHNIQUE,sociale,institut mapendo,protestant,mapendo,mapendo,sociale
4237,4237,COMMERCIALE,commercialen et administraive,cs tabiti,privé,tabiti,tabiti,commmerciale et adm
4238,4238,TECHNIQUE,sociale,institut kinvula,protestant,kinvula,kigonza,sociale
4239,4239,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4240,4240,COMMERCIALE,secretariat informatique,institut  sebyera,catholique,sebyera,sebyera,secretariat
4241,4241,PEDAGOGIE,pedagogie generale,cs la charite divine,privé,la charite divine,la charite divine,pedagogie
4242,4242,LITERAIRE,latin philo,institut metanoia,protestant,metanoia,metanoia,latin philo
4243,4243,COMMERCIALE,commercialen et administraive,lycée kimbilio,protestant,kimbilio,kimbilio,commmerciale et adm
4244,4244,PEDAGOGIE,pedagogie generale,institut amani,protestant,amani,amani,pedagogie
4245,4245,PEDAGOGIE,pedagogie generale,institut bangu,protestant,bangu,kalungu,pedagogie
4246,4246,LITERAIRE,latin philo,institut mont goma,publique,mont goma,ngoma,latin philo
4247,4247,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4248,4248,SCIENTIFIQUE,bio chimie,cs shalom,privé,shalom,shalom,bio-chimie
4249,4249,COMMERCIALE,commercialen et administraive,ionstitut zanner,protestant,ionstitut zanner,zanner,commmerciale et adm
4250,4250,SCIENTIFIQUE,bio chimie,institut nuru,privé,nuru,uhuru,bio-chimie
4251,4251,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4252,4252,PEDAGOGIE,pedagogie generale,institut  mont carmel,catholique,mont carmel,mont caemel,pedagogie
4253,4253,SCIENTIFIQUE,bio chimie,institut metanoia,protestant,metanoia,metanoia,bio-chimie
4254,4254,SCIENTIFIQUE,bio chimie,institut tupendane,publique,tupendane,tupendane,bio-chimie
4255,4255,PEDAGOGIE,pedagogie generale,alembe institut,publique,alembe,kalimba,pedagogie
4256,4256,PEDAGOGIE,pedagogie generale,institut de goma,publique,de goma,de goma,pedagogie
4257,4257,COMMERCIALE,commercialen et administraive,lycée  anuarite,catholique,anuarite,anuarite,commmerciale et adm
4258,4258,PEDAGOGIE,pedagogie generale,institut matendo,protestant,matendo,matendo,pedagogie
4259,4259,TECHNIQUE,electreicite,itfm/bukavu,catholique,itfm/bukavu,itfm/bukavu,elec
4260,4260,SCIENTIFIQUE,bio chimie,cs nuru,privé,nuru,uhuru,bio-chimie
4261,4261,TECHNIQUE,mecanique automobile,cs de l'union,privé,de l'union,de l'unite,mec gene
4262,4262,LITERAIRE,latin philo,institut zanner,protestant,zanner,zanner,latin philo
4263,4263,LITERAIRE,latin philo,institut zanner,protestant,zanner,zanner,latin philo
4264,4264,LITERAIRE,latin philo,institut mwanga,catholique,mwanga,mwanga,latin philo
4265,4265,TECHNIQUE,nutrition,institut sayuni,protestant,sayuni,sayuni,nutr
4266,4266,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4267,4267,PEDAGOGIE,pedagogie generale,institut metanoia,protestant,metanoia,metanoia,pedagogie
4268,4268,COMMERCIALE,commercialen et administraive,institut maranatha,protestant,maranatha,maranatha,commmerciale et adm
4269,4269,SCIENTIFIQUE,bio chimie,institut metanoia,protestant,metanoia,metanoia,bio-chimie
4270,4270,PEDAGOGIE,pedagogie generale,cs virunga,privé,virunga,virunga,pedagogie
4271,4271,PEDAGOGIE,pedagogie generale,institut totoro,protestant,totoro,totoro,pedagogie
4272,4272,SCIENTIFIQUE,bio chimie,institut faraja,protestant,faraja,faraja,bio-chimie
4273,4273,PEDAGOGIE,pedagogie generale,institut metanoia,protestant,metanoia,metanoia,pedagogie
4274,4274,SCIENTIFIQUE,bio chimie,cs mama mulezi,privé,mama mulezi,mama mulezi,bio-chimie
4275,4275,PEDAGOGIE,pedagogie generale,cs bimenya,privé,bimenya,bimenya,pedagogie
4276,4276,TECHNIQUE,sociale,institut totoro,protestant,totoro,totoro,sociale
4277,4277,COMMERCIALE,commercialen et administraive,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4278,4278,COMMERCIALE,commercialen et administraive,loyola institut,inconnu,loyola,loyola,commmerciale et adm
4279,4279,TECHNIQUE,sociale,institut murembwe,protestant,murembwe,butembo,sociale
4280,4280,LITERAIRE,latin philo,institut zanner,protestant,zanner,zanner,latin philo
4281,4281,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4282,4282,LITERAIRE,latin philo,institut mwanga,catholique,mwanga,mwanga,latin philo
4283,4283,SCIENTIFIQUE,mathematique physique,college alfajiri,catholique,alfajiri,alfajiri,math-physique
4284,4284,TECHNIQUE,sociale,institut marhanata,protestant,marhanata,maranatha,sociale
4285,4285,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4286,4286,TECHNIQUE,sociale,institut mikeno,publique,mikeno,mikeno nc,sociale
4287,4287,TECHNIQUE,electreicite,itima,catholique,itima,milima,elec
4288,4288,TECHNIQUE,sociale,institut mikeno islamique,musulman,mikeno islamique,mikeno islamique,sociale
4289,4289,COMMERCIALE,commercialen et administraive,institut tumba,privé,tumba,tumba,commmerciale et adm
4290,4290,TECHNIQUE,sociale,institut  mont carmel,catholique,mont carmel,mont caemel,sociale
4291,4291,TECHNIQUE,electreicite,institut avenir,catholique,avenir,avenir,elec
4292,4292,PEDAGOGIE,pedagogie generale,institut la sagesse,protestant,la sagesse,lasagesse,pedagogie
4293,4293,LITERAIRE,latin philo,institut mwanga,catholique,mwanga,mwanga,latin philo
4294,4294,COMMERCIALE,commercialen et administraive,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4295,4295,SCIENTIFIQUE,bio chimie,institut isidore bakanja,catholique,isidore bakanja,bakadja,bio-chimie
4296,4296,COMMERCIALE,commercialen et administraive,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4297,4297,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4298,4298,TECHNIQUE,sociale,college adora,privé,adora,moria,sociale
4299,4299,COMMERCIALE,commercialen et administraive,institut metanoia,inconnu,metanoia,metanoia,commmerciale et adm
4300,4300,SCIENTIFIQUE,mathematique physique,college saint paul,catholique,saint paul,saint paul,math-physique
4301,4301,LITERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4302,4302,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4303,4303,TECHNIQUE,mecanique automobile,itfm/bukavu,publique,itfm/bukavu,itfm/bukavu,mec gene
4304,4304,TECHNIQUE,construction,wai wai institut,publique,wai wai,wai wai,construction
4305,4305,COMMERCIALE,commercialen et administraive,institut muhungano,publique,muhungano,muhungano,commmerciale et adm
4306,4306,COMMERCIALE,commercialen et administraive,institut mont goma,publique,mont goma,ngoma,commmerciale et adm
4307,4307,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4308,4308,LITERAIRE,latin philo,institut mwanga,catholique,mwanga,mwanga,latin philo
4309,4309,PEDAGOGIE,pedagogie generale,institut faraja,protestant,faraja,faraja,pedagogie
4310,4310,LITERAIRE,latin philo,institut action kusayidiya,privé,action kusayidiya,action kusaidiya,latin philo
4311,4311,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4312,4312,COMMERCIALE,commercialen et administraive,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4313,4313,COMMERCIALE,commercialen et administraive,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4314,4314,TECHNIQUE,sociale,lycée kigonze,publique,kigonze,kigonza,sociale
4315,4315,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4316,4316,COMMERCIALE,commercialen et administraive,institut mgr kataliko,catholique,mgr kataliko,mgr kataliko,commmerciale et adm
4317,4317,TECHNIQUE,sociale,institut moriya,publique,moriya,moria,sociale
4318,4318,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4319,4319,PEDAGOGIE,pedagogie generale,institut kasuku,protestant,kasuku,kalungu,pedagogie
4320,4320,SCIENTIFIQUE,bio chimie,institut zawadi ya raisi,publique,zawadi ya raisi,zawadi ya raisi,bio-chimie
4321,4321,SCIENTIFIQUE,mathematique physique,kambale institut,catholique,kambale,kambale,math-physique
4322,4322,SCIENTIFIQUE,bio chimie,cs mama mulezi,privé,mama mulezi,mama mulezi,bio-chimie
4323,4323,TECHNIQUE,sociale,lycée  mapema,catholique,mapema,mapema,sociale
4324,4324,LITERAIRE,latin philo,institut de masisi,publique,de masisi,masisi,latin philo
4325,4325,PEDAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
4326,4326,TECHNIQUE,sociale,institut mushosho,privé,mushosho,ndosho,sociale
4327,4327,LITERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4328,4328,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4329,4329,SCIENTIFIQUE,bio chimie,lycée amani,catholique,amani,amani,bio-chimie
4330,4330,COMMERCIALE,commercialen et administraive,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4331,4331,COMMERCIALE,commercialen et administraive,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4332,4332,COMMERCIALE,commercialen et administraive,lycée  anuarite,catholique,anuarite,anuarite,commmerciale et adm
4333,4333,COMMERCIALE,commercialen et administraive,institut mont goma,publique,mont goma,ngoma,commmerciale et adm
4334,4334,COMMERCIALE,commerciale informatique,institut malikiya wa mbingu,catholique,malikiya wa mbingu,malikia wa bingu,commerciale informatique
4335,4335,COMMERCIALE,commercialen et administraive,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4336,4336,PEDAGOGIE,pedagogie generale,cs tisiesi/karisimbi,privé,tisiesi/karisimbi,tisiesi/karisimbi,pedagogie
4337,4337,SCIENTIFIQUE,bio chimie,institut buhimba,protestant,buhimba,buhimba,bio-chimie
4338,4338,SCIENTIFIQUE,bio chimie,institut maranatha,protestant,maranatha,maranatha,bio-chimie
4339,4339,SCIENTIFIQUE,bio chimie,institut d'ibanda,publique,d'ibanda,ibanda,bio-chimie
4340,4340,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4341,4341,PEDAGOGIE,pedagogie generale,institut ibanda,publique,ibanda,ibanda,pedagogie
4342,4342,PEDAGOGIE,pedagogie generale,institut bahati,privé,bahati,bahati,pedagogie
4343,4343,TECHNIQUE,sociale,institut lumiere du monde,publique,lumiere du monde,lumiere du monde,sociale
4344,4344,SCIENTIFIQUE,bio chimie,institut majengo,protestant,majengo,majengo,bio-chimie
4345,4345,TECHNIQUE,sociale,college lluanga bobandana,catholique,lluanga bobandana,lwanga bobandana,sociale
4346,4346,COMMERCIALE,commercialen et administraive,institut irambo,catholique,irambo,rambo,commmerciale et adm
4347,4347,COMMERCIALE,commerciale informatique,institut faraja,protestant,faraja,faraja,commerciale informatique
4348,4348,TECHNIQUE,sociale,institut tupendane,publique,tupendane,tupendane,sociale
4349,4349,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4350,4350,SCIENTIFIQUE,bio chimie,autodidacte,publique,autodidacte,autodidacte,bio-chimie
4351,4351,SCIENTIFIQUE,bio chimie,institut metanoia,protestant,metanoia,metanoia,bio-chimie
4352,4352,PEDAGOGIE,pedagogie generale,institut fadhili,protestant,fadhili,fadhili,pedagogie
4353,4353,SCIENTIFIQUE,mathematique physique,institut majengo,protestant,majengo,majengo,math-physique
4354,4354,TECHNIQUE,construction,ipp/beni,catholique,ipp/beni,ipp/beni,construction
4355,4355,PEDAGOGIE,pedagogie generale,soleil levant institut,privé,soleil levant,home feyen,pedagogie
4356,4356,TECHNIQUE,nutrition,lycée saint ursule,catholique,saint ursule,sainte ursule,nutr
4357,4357,COMMERCIALE,commerciale informatique,cs amen,privé,amen,amen,commerciale informatique
4358,4358,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4359,4359,SCIENTIFIQUE,bio chimie,cs shalom,privé,shalom,shalom,bio-chimie
4360,4360,COMMERCIALE,commercialen et administraive,institut faraja,protestant,faraja,faraja,commmerciale et adm
4361,4361,SCIENTIFIQUE,bio chimie,institut matengenezo,publique,matengenezo,matengenezo,bio-chimie
4362,4362,PEDAGOGIE,pedagogie generale,groupe scolaire du 8 mars,privé,groupe scolaire du 8 mars,groupe scolaire gilgali,pedagogie
4363,4363,COMMERCIALE,commercialen et administraive,college saint agate,catholique,saint agate,saint andre,commmerciale et adm
4364,4364,PEDAGOGIE,pedagogie generale,institut matendo,protestant,matendo,matendo,pedagogie
4365,4365,LITERAIRE,latin philo,institut metanoia,protestant,metanoia,metanoia,latin philo
4366,4366,TECHNIQUE,nutrition,institut saint michel,catholique,saint michel,saint michel,nutr
4367,4367,TECHNIQUE,construction,cs la pereaux,privé,la pereaux,la pereaux,construction
4368,4368,COMMERCIALE,commerciale informatique,institut uzima,catholique,uzima,uzima,commerciale informatique
4369,4369,LITERAIRE,latin philo,cs savana school,privé,savana school,savana school,latin philo
4370,4370,PEDAGOGIE,pedagogie generale,institut nyabushongo,publique,nyabushongo,nyabushongo,pedagogie
4371,4371,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4372,4372,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4373,4373,TECHNIQUE,sociale,lycée saint ursule,catholique,saint ursule,sainte ursule,sociale
4374,4374,PEDAGOGIE,pedagogie generale,institut communautaire du lac,privé,communautaire du lac,communautaire du lac,pedagogie
4375,4375,TECHNIQUE,sociale,goupe scolaire gilgali,privé,goupe scolaire gilgali,groupe scolaire gilgali,sociale
4376,4376,PEDAGOGIE,pedagogie generale,institut kiraku,publique,kiraku,kiraku,pedagogie
4377,4377,PEDAGOGIE,pedagogie generale,idap isp rutshuru,publique,idap isp rutshuru,idap isp rutshuru,pedagogie
4378,4378,COMMERCIALE,commercialen et administraive,institut de goma,publique,de goma,de goma,commmerciale et adm
4379,4379,LITERAIRE,latin philo,college alfajiri,catholique,alfajiri,alfajiri,latin philo
4380,4380,SCIENTIFIQUE,bio chimie,cs savana school,privé,savana school,savana school,bio-chimie
4381,4381,COMMERCIALE,commercialen et administraive,institut de goma,publique,de goma,de goma,commmerciale et adm
4382,4382,COMMERCIALE,commercialen et administraive,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
4383,4383,PEDAGOGIE,pedagogie generale,institut metanoia,protestant,metanoia,metanoia,pedagogie
4384,4384,TECHNIQUES,sociale,institut moria,publique,moria,moria,sociale
4385,4385,TECHNIQUE,sociale,cs la pereaux,privé,la pereaux,la pereaux,sociale
4386,4386,PEDAGOGIE,pedagogie generale,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4387,4387,TECHNIQUE,sociale,institut bweremana,publique,bweremana,bweremana,sociale
4388,4388,PEDAGOGIE,pedagogie generale,institut malikia wa bingu,catholique,malikia wa bingu,malikia wa bingu,pedagogie
4389,4389,COMMERCIALE,commercialen et administraive,institut faraja,protestant,faraja,faraja,commmerciale et adm
4390,4390,SCIENTIFIQUE,mathematique physique,institut ndahura,publique,ndahura,ndahura,math-physique
4391,4391,PEDAGOGIE,pedagogie generale,goupe scolaire gilgali,privé,goupe scolaire gilgali,groupe scolaire gilgali,pedagogie
4392,4392,PEDAGOGIE,pedagogie generale,institut de kisangani ii,publique,de kisangani ii,de kingasani ii,pedagogie
4393,4393,COMMERCIALE,commercialen et administraive,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4394,4394,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4395,4395,PEDAGOGIE,pedagogie generale,institut mushere,protestant,mushere,mushere,pedagogie
4396,4396,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4397,4397,TECHNIQUE,sociale,institut shalom,privé,shalom,shalom,sociale
4398,4398,TECHNIQUE,mecanique generale,institut maranatha,protestant,maranatha,maranatha,mec gene
4399,4399,PEDAGOGIE,pedagogie generale,institut de butembo,publique,de butembo,butembo,pedagogie
4400,4400,PEDAGOGIE,pedagogie generale,institut  mont carmel,catholique,mont carmel,mont caemel,pedagogie
4401,4401,PEDAGOGIE,pedagogie generale,lycée  anuarite,catholique,anuarite,anuarite,pedagogie
4402,4402,TECHNIQUE,sociale,institut mululusake,publique,mululusake,mululusake,sociale
4403,4403,TECHNIQUE,sociale,institut uzima,publique,uzima,uzima,sociale
4404,4404,COMMERCIALE,commercialen et administraive,institut maranatha,protestant,maranatha,maranatha,commmerciale et adm
4405,4405,COMMERCIALE,commerciale informatique,cs bethsaida,privé,bethsaida,bethsaida,commerciale informatique
4406,4406,Scientifique,biologie chimie,institut matendo,protestant,matendo,matendo,bio-chimie
4407,4407,PEGAGOGIE,pedagogie generale,institut visoke,protestant,visoke,visoke,pedagogie
4408,4408,TECHNIQUE,social,cs  bandashe,privé,bandashe,bandashe,sociale
4409,4409,PEGAGOGIE,pedagogie generale,institut de l'unite,privé,de l'unite,de l'unite,pedagogie
4410,4410,PEGAGOGIE,pedagogie generale,institut bwito,protestant,bwito,bwito,pedagogie
4411,4411,PEGAGOGIE,pedagogie generale,cs  horizon,privé,horizon,moria,pedagogie
4412,4412,TECHNIQUE,mecanique generale,institut kyeshero,protestant,kyeshero,kyeshero,mec gene
4413,4413,TECHNIQUE,social,institut kisolokele,kimbanguiste,kisolokele,kisolokele,sociale
4414,4414,TECHNIQUE,social,insrtitut de masisi,protestant,insrtitut de masisi,insrtitut de masisi,sociale
4415,4415,PEGAGOGIE,pedagogie generale,institut jiwe,publique,jiwe,jiwe,pedagogie
4416,4416,COMMERCIALE,commerciale administrative,institut majengo,protestant,majengo,majengo,commmerciale et adm
4417,4417,SCIENTIFIQUEB,bio chimie,institut de goma,publique,de goma,de goma,bio-chimie
4418,4418,SCIENTIFIQUE,bio chimie,lycée  muhani,catholique,muhani,muhini,bio-chimie
4419,4419,TECHNIQUE,sociale,institut mont  carmel,catholique,mont carmel,mont caemel,sociale
4420,4420,PEGAGOGIE,pedagogie generale,cs lusaka,privé,lusaka,lusaka,pedagogie
4421,4421,TECHNIQUES,sociale,lycée  saint ursule,publique,saint ursule,sainte ursule,sociale
4422,4422,PEGAGOGIE,pedagogie generale,institut bwanga,privé,bwanga,institut bwanga,pedagogie
4423,4423,PEGAGOGIE,pedagogie generale,institut bwanga,privé,bwanga,institut bwanga,pedagogie
4424,4424,TECHNIQUE,sociale,cs moyo safi,privé,moyo safi,moyo safi,sociale
4425,4425,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4426,4426,PEGAGOGIE,pedagogie generale,institut kashenda,publique,kashenda,kashenda,pedagogie
4427,4427,PEGAGOGIE,pedagogie generale,cs eveil,privé,eveil,moria,pedagogie
4428,4428,SCIENTIFIQUE,bio chimie,institut kahumo,catholique,kahumo,kahumo,bio-chimie
4429,4429,PEGAGOGIE,pedagogie generale,institut faraja,protestant,faraja,faraja,pedagogie
4430,4430,SCIENTIFIQUE,bio chimie,umuja international french school,publique,umuja international french school,umuja international french school,bio-chimie
4431,4431,SCIENTIFIQUE,mathematique physique,cs etoile,privé,etoile,etoile,math-physique
4432,4432,COMMERCIALE,commerciale administrative,institut maranatha,protestant,maranatha,maranatha,commmerciale et adm
4433,4433,PEGAGOGIE,pedagogie generale,institut muzizi,protestant,muzizi,muhini,pedagogie
4434,4434,SCIENTIFIQUE,mathematique physique,institut majengo,protestant,majengo,majengo,math-physique
4435,4435,COMMERCIALE,commerciale administrative,institut metanoia,protestant,metanoia,metanoia,commmerciale et adm
4436,4436,SCIENTIFIQUE,mathematique physique,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,math-physique
4437,4437,SCIENTIFIQUE,bio chimie,cs mama yetu,privé,mama yetu,mama yetu,bio-chimie
4438,4438,SCIENTIFIQUE,bio chimie,institut tupendane,publique,tupendane,tupendane,bio-chimie
4439,4439,TECHNIQUE,sociale,institut masikilizano,catholique,masikilizano,masikilizano,sociale
4440,4440,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4441,4441,TECHNIQUE,sociale,institut busenyerwa,protestant,busenyerwa,bulera,sociale
4442,4442,TECHNIQUE,sociale,institut kivako,publique,kivako,kivako,sociale
4443,4443,LITTERAIRE,latin philo,goupe scolaire mont sinai,privé,goupe scolaire mont sinai,goupe scolaire mont sinai,latin philo
4444,4444,PEGAGOGIE,pedagogie generale,institut maranatha,protestant,maranatha,maranatha,pedagogie
4445,4445,PEGAGOGIE,pedagogie generale,cs saint pierre,privé,saint pierre,saint andre,pedagogie
4446,4446,SCIENTIFIQUE,bio chimie,cscc de kigali,publique,cscc de kigali,gs kigali,bio-chimie
4447,4447,TECHNIQUE,sociale,institut uenezaji,publique,uenezaji,uenezaji,sociale
4448,4448,TECHNIQUE,electronique,institut kirimavolo,protestant,kirimavolo,kirimavolo,elec
4449,4449,COMMERCIALE,commerciale informatique,institut saint joseph,catholique,saint joseph,st joseph,commerciale informatique
4450,4450,COMMERCIALE,commerciale administrative,institut kando,catholique,kando,kando,commmerciale et adm
4451,4451,COMMERCIALE,commerciale administrative,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4452,4452,TECHNIQUE,sociale,cs ndosho,privé,ndosho,ndosho,sociale
4453,4453,SCIENTIFIQUE,bio chimie,institut majengo,protestant,majengo,majengo,bio-chimie
4454,4454,TECHNIQUE,sociale,institut mwanda,catholique,mwanda,institut mwanda,sociale
4455,4455,PEGAGOGIE,pedagogie generale,lycée anuarite,catholique,anuarite,anuarite,pedagogie
4456,4456,SCIENTIFIQUE,bio chimie,institut mwanga,catholique,mwanga,mwanga,bio-chimie
4457,4457,COMMERCIALE,secretariat informatique,institut sebyera,publique,sebyera,sebyera,secretariat
4458,4458,PEGAGOGIE,pedagogie generale,cs bethsaida,privé,bethsaida,bethsaida,pedagogie
4459,4459,PEGAGOGIE,pedagogie generale,institut msawato,protestant,msawato,mawato,pedagogie
4460,4460,PEGAGOGIE,pedagogie generale,institut kasali,publique,kasali,kasali,pedagogie
4461,4461,PEGAGOGIE,pedagogie generale,cerle scolaire mango,privé,cerle scolaire mango,complexe scolaire kyabo,pedagogie
4462,4462,LITTERAIRE,latin philo,institut odari,protestant,odari,odari,latin philo
4463,4463,PEGAGOGIE,pedagogie generale,institut lumbishi,protestant,lumbishi,lumbishi,pedagogie
4464,4464,PEGAGOGIE,pedagogie generale,institut metanoia,privé,metanoia,metanoia,pedagogie
4465,4465,PEGAGOGIE,pedagogie generale,institut mikeno nc,publique,mikeno nc,mikeno nc,pedagogie
4466,4466,TECHNIQUE,agriculture,institut technique bugabo,protestant,technique bugabo,technique mapendano,agricole
4467,4467,LITTERAIRE,latin philo,institut zanner,protestant,zanner,zanner,latin philo
4468,4468,PEGAGOGIE,pedagogie generale,institut totoro,protestant,totoro,totoro,pedagogie
4469,4469,SCIENTIFIQUE,bio chimie,institut maranatha,protestant,maranatha,maranatha,bio-chimie
4470,4470,TECHNIQUE,electronique,institut alpha,protestant,alpha,alpha,elec
4471,4471,COMMERCIALE,commerciale administrative,institut isidore bakanja,catholique,isidore bakanja,bakadja,commmerciale et adm
4472,4472,PEGAGOGIE,pedagogie generale,institut bushushu,catholique,bushushu,uhuru,pedagogie
4473,4473,COMMERCIALE,commerciale informatique,cs mama yetu,privé,mama yetu,mama yetu,commerciale informatique
4474,4474,PEGAGOGIE,pedagogie generale,institut  kanzanza,catholique,kanzanza,kanzanza,pedagogie
4475,4475,TECHNIQUE,electronique generale,itig,catholique,itig,itig,electronique générale
4476,4476,COMMERCIALE,commerciale et administrative,instigo,publique,instigo,de goma,commmerciale et adm
4477,4477,PEGAGOGIE,pedagogie generale,institut kitsombiro,protestant,kitsombiro,kitsombiro,pedagogie
4478,4478,SCIENTIFIQUE,bio chimie,institut faraja,protestant,faraja,faraja,bio-chimie
4479,4479,TECHNIQUE,sociale,institut communautaire du lac,privé,communautaire du lac,communautaire du lac,sociale
4480,4480,COMMERCIALE,commerciale informatique,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,commerciale informatique
4481,4481,COMMERCIALE,commerciale informatique,malkia wa mbingu,privé,malkia wa mbingu,malikia wa bingu,commerciale informatique
4482,4482,TECHNIQUE,sociale,institut bemba gombo,catholique,bemba gombo,bemba gombo,sociale
4483,4483,PEGAGOGIE,pedagogie generale,institut lukanga,protestant,lukanga,lukanga,pedagogie
4484,4484,COMMERCIALE,commerciale informatique,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,commerciale informatique
4485,4485,SCIENTIFIQUE,bio chimie,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,bio-chimie
4486,4486,COMMERCIALE,commerciale administrative,institut mwanga,catholique,mwanga,mwanga,commmerciale et adm
4487,4487,LITTERAIRE,latin philo,lycée  madame de seviniere,privé,madame de seviniere,madame de seviniere,latin philo
4488,4488,PEGAGOGIE,pedagogie maternelle,institut isidore bakanja,catholique,isidore bakanja,bakadja,pedagogie
4489,4489,PEGAGOGIE,pedagogie generale,institut communautaire du lac,privé,communautaire du lac,communautaire du lac,pedagogie
4490,4490,COMMERCIALE,commerciale informatique,lycée kimbilio,protestant,kimbilio,kimbilio,commerciale informatique
4491,4491,COMMERCIALE,commerciale et administrative,institut faraja,protestant,faraja,faraja,commmerciale et adm
4492,4492,PEDAGOGIE,pedagogie generale,malkia wa mbingu,catholique,malkia wa mbingu,malikia wa bingu,pedagogie
4493,4493,TECHNIQUE,sociale,institut communautaire du lac,privé,communautaire du lac,communautaire du lac,sociale
4494,4494,SCIENTIFIQUE,mathematique physique,institut majengo,protestant,majengo,majengo,math-physique
4495,4495,LITTERAIRE,latin philo,institut metanoia,privé,metanoia,metanoia,latin philo
4496,4496,TECHNIQUE,sociale,cs tupendane fec,privé,tupendane fec,tupendane fec,sociale
4497,4497,LITTERAIRE,latin philo,institut zanner,protestant,zanner,zanner,latin philo
4498,4498,COMMERCIALE,commerciale et administrative,institut virunga/quartier,publique,virunga/quartier,virunga/quartier,commmerciale et adm
4499,4499,LITTERAIRE,latin philo,institut metanoia,protestant,metanoia,metanoia,latin philo
4500,4500,TECHNIQUE,construction,institut kyeshero,protestant,kyeshero,kyeshero,construction
4501,4501,COMMERCIALE,commerciale et administrative,institut autodidactes,publique,autodidactes,autodidacte,commmerciale et adm
4502,4502,LITTERAIRE,latin philo,institut metanoia,protestant,metanoia,metanoia,latin philo
