ID,DIPPERC,SCHOOL_RIGHT,OPTION_RIGHT,FAC,CGPA,DistinctionRatio,EchecRatio,Pass1stSessionRatio
10117,51.0,metanoia,commerciale et administrative,FSEG,57.8500003815,G,G,D
10126,81.0,metanoia,bio-chimie,FM,72.0,A,G,A
10169,56.0,metanoia,pedagogie,FSEG,51.4500007629,G,D,G
10176,54.0,metanoia,pedagogie,FPSE,59.5,G,G,A
10249,57.0,metanoia,latin philo,FM,60.3999996185,G,G,D
10293,63.0,metanoia,pedagogie,FM,59.8499984741,G,G,D
10305,56.0,metanoia,latin philo,FD,63.75,G,G,D
10401,55.0,metanoia,latin philo,FD,64.5000019073,G,G,G
10408,55.0,metanoia,commerciale et administrative,FSEG,61.4499988556,G,G,G
10467,57.0,metanoia,commerciale et administrative,FSEG,55.8500003815,G,D,D
10486,58.0,metanoia,pedagogie,FPSE,61.25,G,G,G
10489,64.0,metanoia,bio-chimie,FSTA,60.9500007629,G,G,A
10502,53.0,metanoia,bio-chimie,FSTA,56.4000015259,G,G,G
10577,72.0,metanoia,bio-chimie,FM,65.3000011445,D,G,A
10587,64.0,metanoia,bio-chimie,FM,62.6500015259,G,G,D
10591,59.0,metanoia,commerciale et administrative,FSEG,63.75,G,G,A
10605,57.0,metanoia,pedagogie,FSEG,52.2999992371,G,G,G
10607,57.0,metanoia,pedagogie,FPSE,59.9500007629,G,G,G
10636,68.0,metanoia,bio-chimie,FSTA,61.3500003815,G,G,A
10661,55.0,metanoia,pedagogie,FD,57.5,G,G,G
10690,60.0,metanoia,latin philo,FM,61.1499996185,G,G,G
10700,64.0,metanoia,pedagogie,FD,71.5,A,G,A
10708,58.0,metanoia,latin philo,FM,63.5499992371,G,G,D
10727,54.0,metanoia,latin philo,FSEG,57.5,G,G,G
10731,73.0,metanoia,bio-chimie,FSTA,58.2000007629,G,G,D
10745,65.0,metanoia,bio-chimie,FSTA,55.7000007629,G,G,G
10760,71.0,metanoia,pedagogie,FPSE,64.5499992371,G,G,D
10761,53.0,metanoia,latin philo,FD,48.5,G,A,G
10762,67.0,metanoia,latin philo,FD,49.75,G,A,G
10780,53.0,metanoia,commerciale et administrative,FD,48.0,G,A,G
10783,58.0,metanoia,pedagogie,FM,52.8999996185,G,D,D
10824,52.0,metanoia,commerciale et administrative,FSEG,49.75,G,A,G
10833,58.0,metanoia,pedagogie,FM,52.0249996185,G,A,G
11309,58.0,metanoia,latin philo,FSEG,49.5,G,A,G
11325,65.0,metanoia,latin philo,FD,69.5,G,G,A
11362,64.0,metanoia,latin philo,FD,60.9000015259,G,G,A
11364,61.0,metanoia,bio-chimie,FSEG,65.4000015259,G,G,A
11365,66.0,metanoia,bio-chimie,FSEG,62.4000015259,G,G,A
11380,51.0,metanoia,commerciale et administrative,FSEG,52.2000007629,G,G,G
11395,64.0,metanoia,latin philo,FD,62.5,G,G,A
11417,51.0,metanoia,commerciale et administrative,FSEG,55.2999992371,G,G,G
11422,54.0,metanoia,commerciale et administrative,FSEG,56.2000007629,G,G,G
11424,62.0,metanoia,bio-chimie,FD,63.9000015259,G,G,G
11427,72.0,metanoia,pedagogie,FD,66.4000015259,G,G,A
11443,51.0,metanoia,commerciale et administrative,FSEG,55.4000015259,G,G,G
11454,57.0,metanoia,bio-chimie,FSEG,55.2000007629,G,G,G
11461,60.0,metanoia,bio-chimie,FM,68.8000030518,G,G,A
11484,86.0,metanoia,bio-chimie,FSTA,76.0,A,G,A
11485,60.0,metanoia,bio-chimie,FSTA,62.9000015259,G,G,G
11511,50.0,metanoia,bio-chimie,FSDC,65.0999984741,G,G,A
11527,62.0,metanoia,latin philo,FM,62.9000015259,G,G,A
11562,52.0,metanoia,commerciale et administrative,FSEG,54.2999992371,G,G,G
11573,50.0,metanoia,commerciale et administrative,FD,59.7000007629,G,G,A
11584,52.0,metanoia,bio-chimie,FSEG,60.0,G,G,G
11603,54.0,metanoia,commerciale et administrative,FSEG,49.25,G,A,G
11605,60.0,metanoia,latin philo,FPSE,69.3000030518,G,G,A
11613,78.0,metanoia,pedagogie,FD,66.1999969482,G,G,G
11634,52.0,metanoia,commerciale et administrative,FSEG,54.5999984741,G,G,G
11644,54.0,metanoia,commerciale et administrative,FSEG,56.9000015259,G,G,G
11665,56.0,metanoia,pedagogie,FD,55.5,G,G,G
11688,58.0,metanoia,latin philo,FD,60.2000007629,G,G,A
11701,60.0,metanoia,bio-chimie,FM,65.9000015259,G,G,A
11716,75.0,metanoia,pedagogie,FPSE,62.7000007629,G,G,A
11718,77.0,metanoia,bio-chimie,FSTA,65.0,G,G,A
11722,79.0,metanoia,pedagogie,FM,62.7000007629,G,G,G
11749,50.0,metanoia,commerciale et administrative,FSEG,61.7999992371,G,G,A
11783,57.0,metanoia,commerciale et administrative,FSEG,59.2999992371,G,G,G
11787,50.0,metanoia,commerciale et administrative,FSEG,55.5,G,G,G
11805,52.0,metanoia,bio-chimie,FM,63.9000015259,G,G,G
11820,67.0,metanoia,latin philo,FSEG,50.2000007629,G,A,G
11841,65.0,metanoia,pedagogie,FSEG,56.0,G,G,G
11853,55.0,metanoia,commerciale et administrative,FSEG,59.7999992371,G,G,G
11900,51.0,metanoia,commerciale et administrative,FSEG,59.2999992371,G,G,G
11983,65.0,metanoia,pedagogie,FSDC,60.9000015259,G,G,A
12017,63.0,metanoia,latin philo,FSTA,47.25,G,A,G
12021,64.0,metanoia,latin philo,FSEG,47.25,G,A,G
12025,72.0,metanoia,latin philo,FD,66.5999984741,G,G,A
12032,60.0,metanoia,latin philo,FD,63.7999992371,G,G,A
12051,72.0,metanoia,bio-chimie,FM,68.8000030518,G,G,G
12058,55.0,metanoia,commerciale et administrative,FSTA,52.9000015259,G,G,G
12135,50.0,metanoia,commerciale et administrative,FSEG,53.7999992371,G,G,G
12227,65.0,metanoia,commerciale et administrative,FSTA,64.5,G,G,G
12229,62.0,metanoia,bio-chimie,FSTA,61.5,D,D,G
10354,65.0,tumba,commerciale et administrative,FSEG,62.9000015259,G,G,G
10376,62.0,tumba,pedagogie,FSEG,54.2999992371,G,D,G
10457,59.0,tumba,commerciale et administrative,FSTA,53.6000003815,G,D,G
10460,61.0,tumba,bio-chimie,FSEG,51.0,G,A,G
10468,62.0,tumba,pedagogie,FD,57.8499984741,G,G,G
10525,58.0,tumba,pedagogie,FT,61.2999992371,G,G,G
10742,58.0,tumba,pedagogie,FD,50.8500003815,G,D,G
10751,57.0,tumba,pedagogie,FD,53.4000015259,G,G,G
10757,58.0,tumba,bio-chimie,FD,47.5,G,A,G
11739,58.0,tumba,commerciale et administrative,FSEG,47.75,G,A,G
4107,56.0,namurera,pedagogie,FSTA,55.9500007629,G,D,G
4467,61.0,namurera,pedagogie,FSEG,59.4000015259,G,G,G
6375,51.0,namurera,pedagogie,FSEG,57.0,G,G,G
8675,56.0,namurera,commerciale et administrative,FSEG,57.566666921,G,G,G
9613,51.0,namurera,pedagogie,FD,57.5,G,G,G
10151,52.0,namurera,pedagogie,FSTA,57.5,G,D,G
10330,57.0,namurera,pedagogie,FD,65.5499992371,G,G,A
11513,53.0,namurera,pedagogie,FSTA,49.0999984741,G,A,G
3635,51.0,mabula,pedagogie,FSDC,61.2999992371,G,G,G
4643,53.0,mabula,pedagogie,FT,65.4000015259,G,G,A
12120,52.0,mabula,pedagogie,FM,55.0,G,A,G
12140,57.0,mabula,pedagogie,FM,56.0999984741,G,G,G
7027,51.0,tisiesi,pedagogie,FPSE,49.5,G,A,G
11642,52.0,tisiesi,sociale,FD,55.0,G,G,G
8139,55.0,virunga/quartier,commerciale et administrative,FSEG,48.0,G,A,G
11372,56.0,virunga/quartier,pedagogie,FD,53.5999984741,G,G,G
12020,50.0,virunga/quartier,commerciale et administrative,FD,47.25,G,A,G
8533,58.0,st etienne,sociale,FSEG,49.75,G,A,G
11590,60.0,st etienne,commerciale et administrative,FSEG,49.0,G,A,G
4639,53.0,chidasa,pedagogie,FT,67.5,G,G,D
5701,58.0,chidasa,pedagogie,FSEG,58.25,G,G,G
7787,56.8765221107,chidasa,latin philo,FSDC,62.4000015259,G,G,G
8588,63.0,chidasa,pedagogie,FT,65.133333842,G,G,E
9704,52.0,chidasa,sociale,FD,57.6999988556,G,D,G
10202,50.0,chidasa,sociale,FD,54.5,G,G,G
10853,54.0,chidasa,math-physique,FSTA,49.5,G,A,G
12118,64.0,chidasa,pedagogie,FSTA,49.75,G,A,G
4043,50.0,de l'unite,latin philo,FD,63.2999992371,G,G,A
9098,52.0,de l'unite,commerciale et administrative,FSEG,61.8333333333,G,G,E
10347,53.0,de l'unite,sociale,FSTA,49.5,G,A,G
11350,54.0,de l'unite,sociale,FSTA,46.7000007629,G,A,G
11710,51.0,de l'unite,mec gene,FSTA,42.0,G,A,G
11871,57.0,de l'unite,pedagogie,FSTA,51.4000015259,G,G,G
12107,52.0,de l'unite,latin philo,FD,48.25,G,A,G
12137,61.0,de l'unite,pedagogie,FPSE,67.5999984741,G,G,A
7746,66.0,busimba,pedagogie,FD,62.933333079,G,G,E
12081,53.0,busimba,pedagogie,FSTA,46.9000015259,G,A,G
3579,63.0,lukanga,pedagogie,FD,59.2333335876,G,G,E
3862,51.0,lukanga,commerciale et administrative,FSEG,63.2000007629,G,G,A
4238,51.0,lukanga,pedagogie,FSEG,63.7000007629,G,G,G
4531,51.0,lukanga,commerciale et administrative,FSEG,64.0999984741,G,G,G
5750,51.0,lukanga,bio-chimie,FSEG,57.7000007629,G,G,G
6552,52.0,lukanga,pedagogie,FSDC,58.4333343506,G,E,G
6949,52.0,lukanga,pedagogie,FSDC,48.25,G,A,G
7667,63.0,lukanga,bio-chimie,FSTA,65.5333340963,E,G,G
8719,60.0,lukanga,pedagogie,FSDC,62.9333343506,G,G,G
8720,56.0,lukanga,pedagogie,FSDC,57.7666676839,G,G,G
8758,61.0,lukanga,pedagogie,FD,61.6999994914,G,G,G
9263,57.0,lukanga,machine outil,FSTA,49.25,G,A,G
9517,61.0,lukanga,mecanique machines outils,FSTA,48.25,G,A,G
9610,60.0,lukanga,bio-chimie,FSDC,66.7999992371,G,G,A
9630,50.0,lukanga,commerciale informatique,FSEG,50.7000007629,G,A,G
10640,58.0,lukanga,electricite,FSTA,59.1000003815,G,G,G
10786,56.8765221107,lukanga,pedagogie,FSDC,58.7999992371,G,G,G
10909,50.0,lukanga,commerciale et administrative,FSEG,53.8999996185,G,G,G
10933,52.0,lukanga,pedagogie,FSDC,57.8500003815,G,G,G
11597,52.0,lukanga,pedagogie,FSEG,48.0,G,A,G
12005,52.0,lukanga,pedagogie,FSDC,60.5,G,G,G
3791,50.0,kalungu,pedagogie,FPSE,65.3000030518,G,G,G
4333,52.0,kalungu,pedagogie,FSEG,51.2999992371,G,A,G
4335,56.0,kalungu,pedagogie,FSEG,47.0,G,A,G
4577,55.0,kalungu,pedagogie,FSEG,50.5999984741,G,A,G
4766,53.0,kalungu,sociale,FSDC,59.7999992371,G,G,G
4854,50.0,kalungu,latin philo,FD,60.25,G,G,D
5074,55.0,kalungu,pedagogie,FPSE,55.0,G,G,G
6397,53.0,kalungu,pedagogie,FD,70.1000010173,E,G,A
6435,55.0,kalungu,sociale,FSDC,62.2000007629,G,G,E
6682,50.0,kalungu,latin philo,FD,66.0000019073,G,G,A
6739,51.0,kalungu,pedagogie,FT,58.4500007629,G,G,G
6745,51.0,kalungu,pedagogie,FT,62.7000007629,G,G,G
6755,50.0,kalungu,hotesse d'acceuil,FT,64.7000020345,G,G,A
7021,62.0,kalungu,pedagogie,FSEG,60.9999987284,G,G,E
7107,51.0,kalungu,pedagogie,FSDC,58.5666656494,G,G,G
7151,55.0,kalungu,pedagogie,FSEG,47.5,G,A,G
7260,56.0,kalungu,pedagogie,FSEG,59.1999988556,G,G,G
7626,52.0,kalungu,pedagogie,FD,67.0999984741,G,G,A
7661,55.0,kalungu,latin philo,FSTA,49.816666921,G,C,G
8119,61.0,kalungu,pedagogie,FD,56.1999994914,G,E,G
8286,65.0,kalungu,pedagogie,FSDC,59.4666659037,G,G,G
8382,53.0,kalungu,vétérinaire,FSDC,64.8000011445,G,G,G
8473,55.0,kalungu,sociale,FD,51.2000007629,G,C,G
8519,60.0,kalungu,pedagogie,FT,67.6999988556,G,G,B
8748,56.0,kalungu,sociale,FSDC,62.9666671753,G,G,G
9268,60.0,kalungu,pedagogie,FD,56.2666664123,G,G,G
9288,53.0,kalungu,pedagogie,FPSE,54.2000007629,G,D,G
9365,54.0,kalungu,pedagogie,FSEG,48.2999992371,G,A,G
9491,53.0,kalungu,latin philo,FD,67.0999984741,G,G,G
9587,51.0,kalungu,pedagogie,FSDC,62.1000010172,G,G,E
9593,61.0,kalungu,pedagogie,FT,67.8499984741,G,G,A
9750,51.0,kalungu,pedagogie,FPSE,59.3000011444,G,G,G
9924,60.0,kalungu,sociale,FSTA,56.8000011444,G,G,G
9972,56.0,kalungu,pedagogie,FPSE,56.4000015259,G,G,G
10211,60.0,kalungu,pedagogie,FSTA,54.0999984741,G,G,G
10284,54.0,kalungu,pedagogie,FM,45.7000007629,G,A,G
10369,62.0,kalungu,math-physique,FSTA,64.8499984741,G,G,D
10381,55.0,kalungu,math-physique,FSTA,62.9499988555,G,G,D
10431,51.0,kalungu,pedagogie,FD,57.5500011444,G,G,G
10662,63.0,kalungu,pedagogie,FD,58.5499992371,G,G,G
10778,51.0,kalungu,math-physique,FSDC,64.6999988555,G,G,A
10842,55.0,kalungu,pedagogie,FSEG,51.2999992371,G,D,G
11411,53.0,kalungu,sociale,FD,51.2000007629,G,A,G
11677,52.0,kalungu,sociale,FSDC,56.7999992371,G,A,G
11691,61.0,kalungu,pedagogie,FSEG,47.5,G,A,G
11771,60.0,kalungu,pedagogie,FD,57.7000007629,G,G,G
12077,51.0,kalungu,commerciale et administrative,FSEG,48.9000015259,G,A,G
12126,62.0,kalungu,pedagogie,FSTA,47.0,G,A,G
12173,50.0,kalungu,pedagogie,FPSE,57.5999984741,G,G,G
1752,53.0,la pereaux,sociale,FD,64.8000011445,G,G,A
6692,68.0,la pereaux,sociale,FSDC,63.8666674296,G,G,C
8141,51.0,la pereaux,sociale,FD,62.2999992371,G,G,G
10441,62.0,la pereaux,sociale,FSDC,60.4500007629,G,G,G
11823,58.0,la pereaux,construction,FSTA,48.0,G,A,G
11843,55.0,la pereaux,sociale,FD,60.4000015259,G,G,G
9394,59.0,kiyabo,sociale,FSEG,42.7000007629,G,A,G
9569,62.0,kiyabo,sociale,FSEG,49.75,G,A,G
11408,51.0,kiyabo,pedagogie,FD,45.5,G,A,G
4490,50.0,pilote de katana,math-physique,FSTA,48.8999996185,G,D,G
9046,54.0,pilote de katana,sociale,FSEG,49.5,G,A,G
9093,65.0,pilote de katana,bio-chimie,FSEG,49.75,G,A,G
9730,55.0,pilote de katana,math-physique,FSEG,60.3500003815,G,G,A
10568,59.0,pilote de katana,bio-chimie,FSTA,62.8000011444,G,G,D
10926,52.0,pilote de katana,sociale,FSEG,49.5,G,A,G
3578,62.0,malikia wa bingu,pedagogie,FD,70.0999984741,A,G,A
4300,66.0,malikia wa bingu,commerciale informatique,FSTA,64.6500015259,G,G,G
4341,56.0,malikia wa bingu,commerciale informatique,FSEG,61.7000007629,G,G,A
4342,50.0,malikia wa bingu,inconnu,FSEG,63.0,G,G,A
4612,58.0,malikia wa bingu,commerciale informatique,FSTA,48.5,G,A,G
4858,54.0,malikia wa bingu,commerciale et administrative,FD,64.4000015259,G,G,G
5674,51.0,malikia wa bingu,commerciale et administrative,FSEG,62.3333333333,G,G,A
5822,58.0,malikia wa bingu,bio-chimie,FSEG,68.1499977112,D,G,A
6044,59.0,malikia wa bingu,bio-chimie,FSDC,70.5,A,G,A
7040,51.0,malikia wa bingu,pedagogie,FPSE,70.0750007629,D,G,A
7133,52.0,malikia wa bingu,bio-chimie,FSEG,59.7999992371,G,G,C
7604,53.0,malikia wa bingu,commerciale et administrative,FSTA,57.816666921,G,E,E
9639,52.0,malikia wa bingu,bio-chimie,FSDC,50.7000007629,G,A,G
9719,57.0,malikia wa bingu,pedagogie,FSDC,63.1666653951,G,G,C
10806,50.0,malikia wa bingu,bio-chimie,FM,56.8999996185,G,G,G
11586,62.0,malikia wa bingu,commerciale informatique,FSEG,56.7999992371,G,G,A
11786,57.0,malikia wa bingu,commerciale informatique,FSEG,57.9000015259,G,G,G
11848,54.0,malikia wa bingu,pedagogie,FSDC,65.1999969482,G,G,G
12001,56.0,malikia wa bingu,commerciale informatique,FSEG,59.4000015259,G,G,G
12002,60.0,malikia wa bingu,commerciale informatique,FD,62.0,G,G,G
12006,52.0,malikia wa bingu,commerciale informatique,FSEG,56.9000015259,G,G,G
12007,53.0,malikia wa bingu,bio-chimie,FD,60.5999984741,G,G,A
12014,66.0,malikia wa bingu,pedagogie,FSDC,69.0,G,G,A
6349,55.0,la sapiniere,latin philo,FD,50.7833328247,G,C,G
7766,50.0,la sapiniere,latin philo,FD,55.1666666667,G,E,G
10671,67.0,la sapiniere,pedagogie,FSEG,59.0499992371,G,G,G
12254,50.0,la sapiniere,latin philo,FD,58.5999984741,G,G,G
3159,52.0,moria,pedagogie,FSDC,62.0,G,G,G
3756,52.0,moria,pedagogie,FSEG,57.0999984741,G,G,G
3864,51.0,moria,pedagogie,FSEG,58.5,G,G,G
4375,50.0,moria,pedagogie,FD,64.3000030518,G,G,G
4475,50.0,moria,pedagogie,FSEG,62.9000015259,G,G,G
4672,50.0,moria,pedagogie,FD,56.9000015259,G,G,G
4988,52.0,moria,pedagogie,FSDC,56.7000007629,G,E,G
5097,53.0,moria,pedagogie,FPSE,55.0,G,G,G
6367,53.0,moria,commerciale et administrative,FSEG,48.5,G,A,G
6405,67.0,moria,commerciale et administrative,FSEG,47.25,G,A,G
6622,58.0,moria,commerciale et administrative,FSEG,52.7000007629,G,A,G
8193,52.0,moria,pedagogie,FSTA,49.7000007629,G,A,G
8272,52.0,moria,pedagogie,FSDC,53.0,G,A,G
8288,52.0,moria,commerciale et administrative,FSEG,57.1499996185,G,G,G
8436,61.0,moria,pedagogie,FSDC,63.3333346049,G,G,G
8673,50.0,moria,commerciale et administrative,FSEG,54.8333333334,G,G,G
8708,58.0,moria,pedagogie,FSDC,63.1666666667,G,G,E
8993,53.0,moria,commerciale et administrative,FSEG,52.4500007629,G,D,G
9085,58.0,moria,sociale,FD,56.3666674296,G,G,G
9149,51.0,moria,pedagogie,FPSE,49.5,G,A,G
9192,56.0,moria,commerciale et administrative,FSEG,49.75,G,A,G
9206,64.0,moria,sociale,FSEG,46.7000007629,G,A,G
9209,62.0,moria,sociale,FD,55.3000005086,G,G,G
9281,57.0,moria,pedagogie,FSDC,58.9000015259,G,G,G
9284,56.0,moria,sociale,FSEG,55.5999997457,G,G,G
9344,60.0,moria,sociale,FD,49.25,G,A,G
9377,64.0,moria,pedagogie,FSEG,55.4666671753,G,G,G
9439,62.0,moria,sociale,FD,53.2000007629,G,D,G
9455,52.0,moria,sociale,FSDC,48.375,G,A,G
9739,50.0,moria,sociale,FSEG,48.375,G,A,G
10014,58.0,moria,commerciale et administrative,FSEG,47.5,G,A,G
10146,55.0,moria,commerciale et administrative,FSEG,58.3500003815,G,G,G
10163,51.0,moria,commerciale et administrative,FSEG,40.0,G,A,G
10264,52.0,moria,commerciale et administrative,FSEG,47.5999984741,G,A,G
10281,51.0,moria,sociale,FSEG,44.2000007629,G,A,G
10296,55.0,moria,pedagogie,FD,55.8500003815,G,G,G
10426,50.0,moria,commerciale et administrative,FD,53.9499988556,G,G,G
10565,58.0,moria,pedagogie,FSDC,64.5999984741,G,G,D
10570,52.0,moria,pedagogie,FM,55.0999984741,G,G,G
10641,52.0,moria,commerciale et administrative,FSTA,53.2999992371,G,A,G
10733,58.0,moria,pedagogie,FD,56.1000003815,G,G,G
10740,62.0,moria,commerciale et administrative,FSTA,56.0500011444,G,G,G
10893,52.0,moria,commerciale et administrative,FSEG,48.75,G,A,G
10927,56.0,moria,sociale,FD,60.2000007629,G,G,G
11436,56.0,moria,sociale,FD,49.25,G,A,G
11531,58.0,moria,pedagogie,FD,49.7999992371,G,A,G
11748,61.0,moria,sociale,FSTA,47.25,G,A,G
11769,51.0,moria,sociale,FSTA,48.75,G,A,G
11842,55.0,moria,sociale,FM,58.0,G,G,G
11873,51.0,moria,pedagogie,FSTA,48.5,G,A,G
11891,51.0,moria,pedagogie,FD,49.25,G,A,G
12052,55.0,moria,sociale,FD,58.9000015259,G,G,G
12053,60.0,moria,pedagogie,FSEG,50.7999992371,G,A,G
12143,53.0,moria,pedagogie,FM,60.2000007629,G,G,G
12206,51.0,moria,commerciale informatique,FD,56.7000007629,G,G,G
12220,50.0,moria,commerciale informatique,FD,55.7999992371,G,G,G
6335,55.0,masikilizano,sociale,FD,61.1000003815,G,G,D
11904,65.0,masikilizano,sociale,FD,59.0,G,G,G
12216,60.0,masikilizano,bio-chimie,FSEG,56.7000007629,G,G,G
3914,59.0,mawato,pedagogie,FSEG,51.433333079,G,C,G
4032,52.0,mawato,pedagogie,FD,62.2000007629,G,G,D
4168,52.0,mawato,pedagogie,FSEG,57.9000015259,G,G,G
6153,55.0,mawato,bio-chimie,FSEG,57.2000007629,G,G,G
6204,51.0,mawato,pedagogie,FD,64.0,G,G,G
7060,63.0,mawato,pedagogie,FSEG,57.3500003815,G,G,G
7211,50.0,mawato,math-physique,FSEG,48.875,G,A,G
7647,61.0,mawato,math-physique,FSTA,62.5749998093,G,G,F
7736,71.0,mawato,pedagogie,FD,58.299999237,G,G,G
8095,53.0,mawato,pedagogie,FT,63.0,G,G,G
8553,50.0,mawato,sociale,FSDC,58.1333325704,G,G,G
8606,56.0,mawato,sociale,FD,49.25,G,A,G
8654,62.0,mawato,pedagogie,FSDC,56.566666921,G,E,G
8999,54.0,mawato,sociale,FSDC,61.3666674296,G,G,G
9051,52.0,mawato,sociale,FSEG,56.1666679382,G,G,E
9189,50.0,mawato,pedagogie,FSDC,61.133333842,G,G,G
9231,56.0,mawato,math-physique,FSTA,53.8666674296,G,E,G
9456,61.0,mawato,pedagogie,FSTA,48.25,G,A,G
9548,50.0,mawato,sociale,FSDC,52.8999996185,G,D,G
9853,51.0,mawato,math-physique,FSTA,64.2000007629,G,G,G
10044,56.0,mawato,sociale,FSDC,63.4500007629,G,G,A
10628,51.0,mawato,pedagogie,FD,49.25,G,A,G
10701,59.0,mawato,pedagogie,FPSE,71.4000015259,A,G,D
10776,57.0,mawato,pedagogie,FSDC,63.3999996185,G,G,A
11316,52.0,mawato,sociale,FSDC,62.5,G,G,A
11432,54.0,mawato,pedagogie,FSDC,56.5999984741,G,G,G
11978,61.0,mawato,pedagogie,FM,64.5999984741,G,G,G
665,52.0,mikeno nc,sociale,FSEG,48.5,G,A,G
3353,62.0,mikeno nc,commerciale et administrative,FSEG,63.0999984741,G,G,G
3716,54.0,mikeno nc,commerciale et administrative,FSEG,60.2999992371,G,G,A
4149,62.0,mikeno nc,sociale,FT,71.3000030518,A,G,A
4206,62.0,mikeno nc,commerciale et administrative,FSEG,59.3999996185,G,G,A
4566,55.0,mikeno nc,hotesse d'acceuil,FSEG,58.4000015259,G,G,G
4706,58.0,mikeno nc,sociale,FD,57.0999984741,G,G,G
4947,53.0,mikeno nc,sociale,FSTA,51.125,G,D,G
5700,52.0,mikeno nc,sociale,FSDC,62.4000015259,G,G,A
6422,64.0,mikeno nc,commerciale et administrative,FSEG,47.75,G,A,G
6444,57.0,mikeno nc,sociale,FSDC,47.5,G,A,G
6609,55.0,mikeno nc,sociale,FSDC,65.5,G,G,G
6631,69.0,mikeno nc,sociale,FSDC,66.6499977112,G,G,D
6771,60.0,mikeno nc,sociale,FSDC,64.4499988555,G,G,G
7204,58.0,mikeno nc,commerciale et administrative,FSEG,58.1999988556,G,G,G
7297,71.0,mikeno nc,commerciale et administrative,FSEG,66.8000005086,E,G,E
8165,51.0,mikeno nc,commerciale et administrative,FD,60.3000005086,G,G,E
8174,57.0,mikeno nc,sociale,FSDC,56.0,G,E,E
8186,57.0,mikeno nc,sociale,FSDC,59.1999988556,G,G,G
8204,56.0,mikeno nc,sociale,FSDC,49.0,G,A,G
8243,52.0,mikeno nc,commerciale et administrative,FSEG,57.066666921,G,G,G
8244,53.0,mikeno nc,sociale,FSEG,49.0999984741,G,A,G
8249,57.0,mikeno nc,pedagogie,FSDC,57.5,G,G,G
8259,53.0,mikeno nc,commerciale et administrative,FSEG,55.0666656494,G,E,G
8366,56.0,mikeno nc,sociale,FD,58.133333842,G,G,G
8515,53.0,mikeno nc,sociale,FSDC,63.5,G,G,G
8650,54.0,mikeno nc,pedagogie,FSEG,53.0333340963,G,E,G
8822,50.0,mikeno nc,sociale,FSEG,54.866666158,G,G,G
8847,51.0,mikeno nc,sociale,FSEG,57.9333343506,G,G,G
9015,53.0,mikeno nc,commerciale et administrative,FSEG,59.5,G,G,G
9033,53.0,mikeno nc,commerciale et administrative,FSEG,55.5,G,E,G
9459,55.0,mikeno nc,commerciale et administrative,FSEG,63.9333318074,G,G,E
9483,51.0,mikeno nc,pedagogie,FPSE,60.6499996185,G,G,G
9674,52.0,mikeno nc,pedagogie,FD,50.2250003815,G,A,G
9886,51.0,mikeno nc,sociale,FD,49.5,G,A,G
9938,61.0,mikeno nc,commerciale et administrative,FSTA,48.0,G,A,G
9979,52.0,mikeno nc,sociale,FSDC,59.3999996185,G,G,G
10082,66.0,mikeno nc,sociale,FSEG,64.6000022889,G,G,D
10262,64.0,mikeno nc,commerciale et administrative,FSEG,61.3499984741,G,G,D
10272,53.0,mikeno nc,sociale,FSEG,55.9499988556,G,G,D
10329,56.0,mikeno nc,pedagogie,FD,59.75,G,G,D
10341,54.0,mikeno nc,sociale,FSTA,49.75,G,A,G
10397,50.0,mikeno nc,commerciale et administrative,FSEG,56.5,G,G,G
10414,57.0,mikeno nc,commerciale et administrative,FSTA,59.1000003815,G,G,D
10626,51.0,mikeno nc,sociale,FSEG,54.8000011444,G,G,G
11334,55.0,mikeno nc,sociale,FSEG,56.2000007629,G,G,G
11357,55.0,mikeno nc,sociale,FSDC,58.7000007629,G,G,G
11578,51.0,mikeno nc,sociale,FD,60.9000015259,G,G,G
11736,54.0,mikeno nc,sociale,FSDC,59.7999992371,G,G,G
11984,60.0,mikeno nc,pedagogie,FSDC,59.0,G,G,A
12082,51.0,mikeno nc,sociale,FM,61.0999984741,G,G,G
12096,57.0,mikeno nc,commerciale et administrative,FSEG,56.0999984741,G,G,G
12177,59.0,mikeno nc,sociale,FD,57.9000015259,G,G,A
8584,50.0,matumaini,sociale,FSDC,55.5833333333,G,E,G
10617,63.0,matumaini,pedagogie,FSEG,61.0,G,G,G
10861,56.0,matumaini,pedagogie,FSEG,52.4500007629,G,D,G
11668,56.0,matumaini,secretariat,FSEG,53.5999984741,G,G,G
6450,60.0,sainte ursule,nutr,FSDC,62.8333346049,G,G,G
7199,61.0,sainte ursule,sociale,FSEG,61.866666158,G,G,G
7235,54.0,sainte ursule,sociale,FSEG,54.2666664124,G,E,G
7295,79.0,sainte ursule,sociale,FSEG,68.0749988556,G,G,B
7300,58.0,sainte ursule,sociale,FSEG,56.4833335876,G,E,G
7313,58.0,sainte ursule,sociale,FSEG,47.5,G,A,G
7326,59.0,sainte ursule,nutr,FSDC,64.0750007629,G,G,B
7336,62.0,sainte ursule,sociale,FSDC,62.4000015259,G,G,G
7346,55.0,sainte ursule,nutr,FSDC,62.125,G,G,D
7351,62.0,sainte ursule,commerciale et administrative,FSDC,62.5999984741,G,G,G
7357,63.0,sainte ursule,sociale,FSDC,49.0,G,A,G
7395,53.0,sainte ursule,nutr,FSDC,47.5,G,A,G
7432,62.0,sainte ursule,nutr,FSDC,64.3000001907,G,G,B
7860,60.0,sainte ursule,sociale,FD,60.4500007629,G,G,F
